name,type,kind,null?,default,primary key,unique key,check,expression,comment,policy name,privacy domain
FIRST_USER_COMPLETED_KYC_CREATE_DATE,TIMESTAMP_NTZ(9),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_REVIEW_ANSWER_OR_STATUS,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_LEVEL_NAME,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_DOCUMENT_TYPE,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_FIRST_NAME,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_LAST_NAME,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_ADDRESS_COUNTRY_USER_INPUT,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_STATE_USER_INPUT,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_TOWN_USER_INPUT,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_POST_CODE_USER_INPUT,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_ID_POST_CODE_FROM_DOCS_ARRAY,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_ID_COUNTRY_OF_BIRTH,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_COMPLETED_KYC_ID_ISSUING_COUNTRY_FROM_DOCS_ARRAY,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
CUSTODIAL_TYPE,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
SOFT_APPROVAL_POPULATIONS_LIST,VARIANT,COLUMN,Y,,N,N,,,,,
IS_SOFT_APPROVAL_CANDIDATE,VARIANT,COLUMN,Y,,N,N,,,,,
IS_ROUTER_DEVICE_ID_AUTHENTICATED,BOOLEAN,COLUMN,Y,,N,N,,,,,
REASSESSMENT_REJECTION_REASON,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
MILLISECONDS_FROM_SOFT_APPROVED_TO_REASSESSMENT_RESPONSE,"NUMBER(38,0)",COLUMN,Y,,N,N,,,,,
LAST_DISPUTE_SELLER_BUYER_CHAT,VARIANT,COLUMN,Y,,N,N,,,,,
LAST_DISPUTED_ITEM_BUYER_NOTES,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
BUYER_EMAIL_DOMAIN,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
REFUSAL_REASON,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
ENRICHED_TXS_UPLOADED_TO_SNOWFLAKE,TIMESTAMP_NTZ(9),COLUMN,Y,,N,N,,,,,
PRODUCT_TYPE,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FIRST_USER_SUCCESSFULLY_FULFILLED_KYC_DATE_OF_BIRTH,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
KYC_USER_AGE,"NUMBER(19,6)",COLUMN,Y,,N,N,,,,,
STORE_FIRST_TX_TIMESTAMP,"NUMBER(38,0)",COLUMN,Y,,N,N,,,,,
FAILURE_CATEGORY,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
REASSESSMENT_RESULT,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
DAYS_FROM_CRYPTO_WALLET_FIRST_INCOMING_NATIVE_TX,FLOAT,COLUMN,Y,,N,N,,,,,
DAYS_FROM_CRYPTO_WALLET_FIRST_INCOMING_NON_NATIVE_TX,FLOAT,COLUMN,Y,,N,N,,,,,
DAYS_FROM_CRYPTO_WALLET_FIRST_OUTGOING_NATIVE_TX,FLOAT,COLUMN,Y,,N,N,,,,,
DAYS_FROM_CRYPTO_WALLET_FIRST_OUTGOING_NON_NATIVE_TX,FLOAT,COLUMN,Y,,N,N,,,,,
NORMALIZED_AVS_RESULT_CODE,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
PRODUCTION_PAYMENT_METHOD_TYPE,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
SELLER_ID,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
MERCHANT_KPI_UPDATE_ID,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
PRODUCT_COUNTRY_CODES,VARIANT,COLUMN,Y,,N,N,,,,,
DISTANCE_IP_PRODUCT__MODEL_FEATURE,FLOAT,COLUMN,Y,,N,N,,,,,
DISTANCE_LOCAL_PRODUCT__MODEL_FEATURE,FLOAT,COLUMN,Y,,N,N,,,,,
DISTANCE_PAYMENT_METHOD_PRODUCT__MODEL_FEATURE,FLOAT,COLUMN,Y,,N,N,,,,,
DISTANCE_PHONE_PRODUCT__MODEL_FEATURE,FLOAT,COLUMN,Y,,N,N,,,,,
MOST_EXPENSIVE_CART_USD_ITEM,VARIANT,COLUMN,Y,,N,N,,,,,
PRODUCT_REGIONS,VARIANT,COLUMN,Y,,N,N,,,,,
PRODUCT_PLATFORM,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
PRODUCT_GAMETITLE,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
LAST_REPORTED_ATTACK_ID,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
LAST_REPORTED_ATTACK_UPLOADED_TO_SNOWFLAKE,TIMESTAMP_NTZ(9),COLUMN,Y,,N,N,,,,,
IS_BTCC_TEST_TX_NOT_REVIEWED_BY_NSURE,BOOLEAN,COLUMN,Y,,N,N,,,,,
PARTNER_MAIN_PRODUCT_TYPE,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
PARTNER_INDUSTRY,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
IS_USER_FIRST_TX_ATTEMPT,"NUMBER(1,0)",COLUMN,Y,,N,N,,,,,
